id,name,schedule,accept_temporary,published_at,city,salary_mean,skills,experience,professional roles,employer,employer trusted,url
74376536,Data scientist,remote,False,2023-01-01T12:15:51+0300,Москва,175000.0,"['Python', 'PyTorch', 'Machine Learning', 'Spark', 'SQL']",От 3 до 6 лет,Аналитик,Астор,True,https://hh.ru/vacancy/74376536
74419911,Senior Machine Learning Engineer,remote,True,2022-12-30T22:53:17+0300,Тбилиси,325000.0,"['Machine Learning', 'Python', 'Scikit-learn', 'Нейронные сети', 'Алгоритмы', 'U-net', '3D U-net', 'Yolo']",От 3 до 6 лет,"Программист, разработчик",ТРТ,True,https://hh.ru/vacancy/74419911
74290436,"Machine Learning Engineer, Разработка средств автоматического распознавания чертежей",fullDay,False,2022-12-27T08:07:42+0300,Уфа,80000.0,"['Python', 'AutoCAD', 'C++', 'C/C++', 'MATLAB', 'FineReader', 'Нейронные сети', 'Нейросети', 'Machine Learning', 'VBA']",От 3 до 6 лет,"Программист, разработчик",Компания КРУС-Запад,True,https://hh.ru/vacancy/74290436
69475611,Middle+ / Senior Data Engineer,fullDay,False,2023-01-03T12:38:00+0300,Москва,200000.0,"['Python', 'ClickHouse', 'Elasticsearch', 'Data Analysis']",От 1 года до 3 лет,"Программист, разработчик",КИБЕР-РОМ,True,https://hh.ru/vacancy/69475611
70428858,Senior Machine Learning Engineer (NLP/Speech),fullDay,False,2022-12-19T09:10:55+0300,Сочи,314000.0,"['Python', 'Git', 'Английский язык', 'Atlassian Jira', 'NLP']",От 1 года до 3 лет,"Программист, разработчик",Отраслевой центр разработки и внедрения информационных систем / ОЦРВ,True,https://hh.ru/vacancy/70428858
73999078,Machine learning engineer/ разработчик машинного обучения (удаленно),remote,False,2022-12-19T13:22:24+0300,Пермь,300000.0,['machine learning'],От 3 до 6 лет,"Программист, разработчик",HR Агент,True,https://hh.ru/vacancy/73999078
71426958,Data Scientist (команда Поиска),fullDay,False,2022-12-19T16:42:19+0300,Москва,350000.0,"['Python', 'PyTorch', 'SQL', 'Machine Learning', 'Анализ данных', 'data science', 'numpy', 'scipy', 'pandas', 'lightgbm', 'pytorch', 'scikit-learn', 'neural nets', 'nlp', 'search ranking', 'recommender systems', 'a/b-experiments', 'hadoop', 'hive', 'presto', 'Mathematics']",От 3 до 6 лет,Аналитик,HeadHunter,True,https://hh.ru/vacancy/71426958
74013994,Middle/Senior Python разработчик (удаленно),remote,False,2023-01-03T17:46:20+0300,Москва,250000.0,"['Python', 'Linux', 'Flask', 'SQL', 'ClickHouse', 'Nginx', 'C/C++', 'Dash', 'Plotly', 'Machine Learning']",От 1 года до 3 лет,"Программист, разработчик",StormWall™,True,https://hh.ru/vacancy/74013994
73593909,Data Scientist,fullDay,False,2022-12-09T18:09:49+0300,Москва,300000.0,"['Python', 'Machine Learning', 'SciPy', 'PyTorch', 'Numpy']",От 3 до 6 лет,Аналитик,Ассоциация IPChain,True,https://hh.ru/vacancy/73593909
70006425,Data Scientist (Computer Vision) / Junior,fullDay,False,2022-12-12T03:30:04+0300,Владивосток,70000.0,"['Python', 'Linux', 'Computer Vision', 'Git', 'PyTorch', 'OpenCV', 'Machine Learning', 'Numpy', 'SciPy', 'Docker']",Нет опыта,Дата-сайентист,DNS Технологии,True,https://hh.ru/vacancy/70006425
73475819,Senior Machine Learning Engineer (Golang/Python/Scala) to Lisbon,flexible,False,2022-12-07T18:16:35+0300,Москва,380000.0,[],От 3 до 6 лет,"Программист, разработчик",Joom,True,https://hh.ru/vacancy/73475819
73826298,"Data Scientist, Postdoctoral Research Assistant in Biomedical Statistics and Data Analysis",fullDay,False,2022-12-14T17:33:32+0300,Москва,224000.0,"['Python', 'PyTorch', 'Data Mining', 'Computer Vision', 'Tensorflow', 'Bash', 'Machine Learning', 'Математическая статистика', 'Data Science', 'R Studio', 'R', 'Mathematical Modeling']",От 1 года до 3 лет,"Программист, разработчик",Statsenko Yauhen,False,https://hh.ru/vacancy/73826298
70163749,Data Scientist (middle/middle+),fullDay,False,2022-12-13T16:01:28+0300,Москва,300000.0,"['Python', 'Spark', 'SQL', 'Machine Learning', 'Pandas', 'Машинное обучение', 'Data Science', 'Big Data']",От 3 до 6 лет,"Программист, разработчик",Rubbles,True,https://hh.ru/vacancy/70163749
73524086,Разработчик программного обеспечения и баз данных (Data science),fullDay,False,2022-12-08T15:05:12+0300,Москва,140000.0,"['SQL', 'Python', 'R', 'dplyr', 'machine learning', 'deep learning', 'Big Data', 'hadoop', 'pytorch']",От 1 года до 3 лет,"Программист, разработчик",ГРУППА ПРОМАВТО,True,https://hh.ru/vacancy/73524086
69999884,Data Scientist (Computer Vision) / Middle,fullDay,False,2022-12-12T03:30:04+0300,Владивосток,100000.0,"['Python', 'Linux', 'Computer Vision', 'Git', 'PyTorch', 'OpenCV', 'Machine Learning', 'Numpy', 'SciPy', 'Docker']",От 1 года до 3 лет,Дата-сайентист,DNS Технологии,True,https://hh.ru/vacancy/69999884
73702799,Middle Data Scientist / Middle Machine Learning Engineer,fullDay,False,2022-12-12T11:26:22+0300,Москва,150000.0,"['Python', 'Английский язык', 'SQL', 'Математическая статистика', 'Статистика']",От 1 года до 3 лет,"Программист, разработчик",Элемент Лизинг,True,https://hh.ru/vacancy/73702799
72028556,Главный специалист (Data Scientist),fullDay,False,2022-12-07T16:30:45+0300,Москва,175000.0,"['Python', 'SQL', 'Java', 'Tensorflow', 'PyTorch', 'Machine Learning', 'ML', 'нейросеть', 'OpenCV', 'SVN', 'C++', 'Linux', 'Spring Framework', 'Hibernate', 'MongoDB', 'BerkeleyDB', 'Java 8+ (Core, Collections, Stream API, Multithreading)']",От 3 до 6 лет,"Программист, разработчик",ФЦНИВТ СНПО Элерон,True,https://hh.ru/vacancy/72028556
72323871,"Data Scientist (СV, NLP)",fullDay,False,2023-01-01T21:55:08+0300,Москва,200000.0,"['Python', 'PyTorch', 'Machine Learning', 'Computer Vision', 'Keras', 'NLP']",От 1 года до 3 лет,"Программист, разработчик",MillionAgents,True,https://hh.ru/vacancy/72323871
74092229,Инженер DevOps,fullDay,False,2023-01-02T13:15:30+0300,Тольятти,150000.0,"['Linux', 'PostgreSQL', 'SCALA', 'SQL', 'Java']",От 1 года до 3 лет,Системный инженер,Квартплата 24,True,https://hh.ru/vacancy/74092229
73892205,Программист (компьютерное зрение / OpenCV),fullDay,False,2023-01-03T11:05:36+0300,Пермь,175000.0,"['C++', 'C#', 'ОpenCV', 'Machine learning', 'Git']",От 1 года до 3 лет,"Программист, разработчик",Випакс+,True,https://hh.ru/vacancy/73892205
74092299,Scala / Java Developer (senior),fullDay,False,2023-01-02T13:16:06+0300,Тольятти,250000.0,[],От 3 до 6 лет,"Программист, разработчик",Квартплата 24,True,https://hh.ru/vacancy/74092299
73392799,Data QA,remote,False,2023-01-02T13:48:20+0300,Москва,100000.0,"['Английский — B1 — Средний', 'Test case', 'Тестирование', 'Atlassian Jira', 'DWH', 'ETL', 'ELT', 'data lake', 'Databases']",От 1 года до 3 лет,Тестировщик,Перфект Системс,True,https://hh.ru/vacancy/73392799
74092239,Scala / Java Developer (middle),fullDay,False,2023-01-02T13:15:46+0300,Тольятти,150000.0,[],От 1 года до 3 лет,"Программист, разработчик",Квартплата 24,True,https://hh.ru/vacancy/74092239
72558921,Преподаватель по дисциплине «Облачные технологии в работе с большими данными»,fullDay,False,2022-12-14T09:57:33+0300,Москва,70000.0,"['Docker', 'Грамотная речь', 'Docker-compose', 'Аналитические способности', 'Продвинутый пользователь ПК']",От 1 года до 3 лет,"Учитель, преподаватель, педагог",ФГАОУ ВО Российский университет транспорта (МИИТ),True,https://hh.ru/vacancy/72558921
73366542,Ведущий инженер научно-технического отдела,fullDay,False,2022-12-06T06:29:27+0300,Екатеринбург,72500.0,"['MATLAB', 'Python', 'Statistica', 'Математическое моделирование', 'Machine Learning', 'Big Data']",От 1 года до 3 лет,Другое,Стратегия НК,True,https://hh.ru/vacancy/73366542
74036878,Специалист по продажам,remote,False,2022-12-29T19:26:42+0300,Москва,85000.0,"['CRM', 'Телефонные переговоры', 'B2C продажи', 'Консультирование клиентов по телефону', 'телефонные продажи', 'Навыки телефонных продаж', 'Активные продажи']",От 1 года до 3 лет,"Менеджер по продажам, менеджер по работе с клиентами",Нетология,True,https://hh.ru/vacancy/74036878
73908647,Специалист по продажам,remote,False,2022-12-29T19:26:49+0300,Санкт-Петербург,85000.0,"['CRM', 'Телефонные переговоры', 'B2C продажи', 'Консультирование клиентов по телефону', 'телефонные продажи', 'Навыки телефонных продаж', 'Активные продажи']",От 1 года до 3 лет,"Менеджер по продажам, менеджер по работе с клиентами",Нетология,True,https://hh.ru/vacancy/73908647
74036879,Специалист по продажам,remote,False,2022-12-29T19:26:46+0300,Нижний Новгород,85000.0,"['CRM', 'Телефонные переговоры', 'B2C продажи', 'Консультирование клиентов по телефону', 'телефонные продажи', 'Навыки телефонных продаж', 'Активные продажи']",От 1 года до 3 лет,"Менеджер по продажам, менеджер по работе с клиентами",Нетология,True,https://hh.ru/vacancy/74036879
74378536,Оператор системы биллинга,remote,False,2022-12-29T13:08:12+0300,Москва,70000.0,"['Деловая переписка', 'Телефонные переговоры', 'Деловая коммуникация', 'Деловое общение', 'Ведение переписки']",От 1 года до 3 лет,Бухгалтер,РБК,True,https://hh.ru/vacancy/74378536
73152946,Frontend (React) developer продукт Речевая аналитика (MTS AI),flexible,False,2022-12-27T22:47:30+0300,Москва,250000.0,"['JavaScript', 'ReactJS']",От 3 до 6 лет,"Программист, разработчик",МТС,True,https://hh.ru/vacancy/73152946
54521638,Программист C# / Разработчик Unity (Middle/Senior) (удаленная работа не рассматривается),fullDay,False,2022-12-27T19:09:36+0300,Челябинск,110000.0,"['C#', 'Unity', 'Android', 'Git', 'ООП', 'NET Framework', 'MVC', 'MS Visual Studio', 'SQL', 'iOS', 'Visual Studio C#', 'C++', 'C/C++', 'Computer Vision', 'Machine Learning', 'Data Science', 'Python', 'Математическая статистика', 'Теория машинного обучения', 'scipy', 'Deep Learning', 'Нейронные сети', 'VR', 'AR']",От 3 до 6 лет,"Программист, разработчик",ПрограмЛаб,True,https://hh.ru/vacancy/54521638
67376194,Программист C# / Разработчик Unity (Junior) (удаленная работа не рассматривается),fullDay,False,2022-12-27T16:07:12+0300,Челябинск,45000.0,"['C#', 'Unity', 'Android', 'Git', 'ООП', 'NET Framework', 'MVC', 'MS Visual Studio', 'SQL', 'iOS', 'Visual Studio C#', 'C++', 'C/C++', 'Computer Vision', 'Machine Learning', 'Data Science', 'Python', 'Математическая статистика', 'Теория машинного обучения', 'scipy', 'Deep Learning', 'Нейронные сети', 'VR', 'AR']",От 1 года до 3 лет,"Программист, разработчик",ПрограмЛаб,True,https://hh.ru/vacancy/67376194
73153292,Senior Backend Python Developer платформа видеоаналитики TenVision (MTS AI),remote,False,2022-12-26T13:08:47+0300,Томск,200000.0,['Python'],От 3 до 6 лет,"Программист, разработчик",МТС,True,https://hh.ru/vacancy/73153292
74083924,Data Engineer,fullDay,False,2022-12-21T10:59:06+0300,Москва,190000.0,"['Python', 'SQL', 'Git', 'ETL']",От 1 года до 3 лет,"BI-аналитик, аналитик данных",PARI,True,https://hh.ru/vacancy/74083924
74052814,CTO/Chief Technical Officer,fullDay,False,2022-12-20T16:07:33+0300,Москва,350000.0,"['Английский язык', 'SaaS', 'мобильные приложения', 'Управление командой']",Более 6 лет,Технический директор (CTO),"Hi, Rockits!",True,https://hh.ru/vacancy/74052814
74013386,Тестировщик (middle),remote,False,2022-12-19T17:32:49+0300,Москва,80000.0,"['SQL', 'Atlassian Jira', 'Agile Project Management']",От 1 года до 3 лет,Тестировщик,РБК,True,https://hh.ru/vacancy/74013386
73875819,Cистемный администратор Linux / DevОps инженер,remote,True,2022-12-15T21:35:32+0300,Санкт-Петербург,120000.0,"['Linux', 'Python', 'Docker', 'Kubernetes', 'Nginx', 'ClickHouse', 'Redis', 'SQL', 'PostgreSQL', 'Zabbix', 'Bash', 'Ansible', 'Ubuntu Server', 'MySQL', 'Администрирование', 'Ubuntu', 'AWS', 'Администрирование серверов Linux', 'Proxmox']",От 3 до 6 лет,DevOps-инженер,GameSport,True,https://hh.ru/vacancy/73875819
73093880,Бизнес-аналитик / Технический писатель / Аналитик (Опыт в IT),fullDay,False,2022-12-15T09:53:34+0300,Санкт-Петербург,120000.0,"['Atlassian Jira', 'Atlassian Confluence', 'Linux', 'Управление проектами', 'Системный анализ', 'бизнес аналитик', 'Веб-аналитика', 'Проектирование пользовательских интерфейсов', 'Постановка задач разработчикам', 'Бизнес-анализ', 'Подготовка презентаций', 'Техническая документация', 'Работа в команде', 'Разработка технических заданий', 'Тестирование пользовательского интерфейса', 'Обучение и развитие', 'API', 'Проектный менеджмент']",От 1 года до 3 лет,Бизнес-аналитик,WebMasters Russia,True,https://hh.ru/vacancy/73093880
73762154,Младший инженер технической поддержки,fullDay,False,2022-12-20T11:20:05+0300,Новосибирск,40000.0,"['Atlassian Jira', 'Английский язык', 'CRM', 'Грамотность', 'Аналитическое мышление']",Нет опыта,Специалист технической поддержки,LC Group,True,https://hh.ru/vacancy/73762154
73032111,Python developer (г. Томск),flexible,False,2022-12-12T13:39:55+0300,Томск,70000.0,"['Python', 'SQL', 'asyncio', 'NoSQL', 'Английский язык', 'Работа с большим объемом информации']",От 1 года до 3 лет,"Программист, разработчик",Телеграм-канал headlines (ИП Валеев Ренат Тагирович),True,https://hh.ru/vacancy/73032111
72152333,Middle QA engineer,fullDay,False,2022-12-08T07:21:12+0300,Новосибирск,110000.0,"['C#', 'Team city', 'unit-тесты', 'авто-тесты', 'Continuous Integration']",От 1 года до 3 лет,Тестировщик,LC Group,True,https://hh.ru/vacancy/72152333
72812113,Middle Full Stack Developer (CyberSport + CPA Platform),remote,True,2022-12-06T18:17:56+0300,Санкт-Петербург,125000.0,"['JavaScript', 'Git', 'MySQL', 'HTML', 'PostgreSQL', 'PHP', 'ООП', 'CSS', 'VueJS', 'Laravel']",От 1 года до 3 лет,"Программист, разработчик",GameSport,True,https://hh.ru/vacancy/72812113
73227412,Аналитик данных,fullDay,False,2022-12-02T10:39:20+0300,Москва,150000.0,"['SQL', 'MS PowerPoint', 'MS SQL', 'MS Access', 'ETL', 'Базы данных', 'Работа с базами данных', 'Анализ данных', 'DQA', 'Data warehouse', 'DWH']",От 3 до 6 лет,"BI-аналитик, аналитик данных",ДельтаЛизинг,True,https://hh.ru/vacancy/73227412
73227410,Аналитик данных,fullDay,False,2022-12-02T10:39:20+0300,Владивосток,150000.0,"['SQL', 'MS PowerPoint', 'MS SQL', 'MS Access', 'ETL', 'Базы данных', 'Работа с базами данных', 'Анализ данных', 'DQA', 'Data warehouse', 'DWH']",От 3 до 6 лет,"BI-аналитик, аналитик данных",ДельтаЛизинг,True,https://hh.ru/vacancy/73227410
73227411,Аналитик данных,fullDay,False,2022-12-02T10:39:20+0300,Новосибирск,150000.0,"['SQL', 'MS PowerPoint', 'MS SQL', 'MS Access', 'ETL', 'Базы данных', 'Работа с базами данных', 'Анализ данных', 'DQA', 'Data warehouse', 'DWH']",От 3 до 6 лет,"BI-аналитик, аналитик данных",ДельтаЛизинг,True,https://hh.ru/vacancy/73227411
73448242,Data Engineer,remote,False,2023-01-03T11:59:56+0300,Москва,230000.0,"['SQL', 'SCALA', 'Java', 'Spark', 'Hadoop', 'Hive', 'Python', 'Airflow']",От 1 года до 3 лет,"Программист, разработчик",Платформа Больших Данных,True,https://hh.ru/vacancy/73448242
74080731,Data Engineer,fullDay,False,2022-12-21T10:10:19+0300,Санкт-Петербург,300000.0,[],От 3 до 6 лет,"Программист, разработчик",Райков Евгений Игоревич,True,https://hh.ru/vacancy/74080731
74080730,Data Engineer,fullDay,False,2022-12-21T10:10:19+0300,Москва,300000.0,[],От 3 до 6 лет,"Программист, разработчик",Райков Евгений Игоревич,True,https://hh.ru/vacancy/74080730
71220088,Middle/Senior Data Engineer,flexible,False,2023-01-03T14:18:09+0300,Москва,200000.0,"['SQL', 'ETL', 'MS SQL', 'Apache AirFlow', 'Python', 'Pandas', 'Numpy', 'Bash', 'GitHub', 'Git']",От 3 до 6 лет,Аналитик,24Н Софт,True,https://hh.ru/vacancy/71220088
74346096,Senior Data Scientist / ML Engineer,flexible,False,2022-12-28T13:52:17+0300,Москва,375000.0,"['Docker', 'Python', 'SQL', 'Pandas', 'Numpy', 'Scipy', 'Scikit', 'Lightgbm', 'Fastcluster', 'Implicit', 'Spacy']",От 1 года до 3 лет,"Программист, разработчик",Mindbox,True,https://hh.ru/vacancy/74346096
74417059,Data Analyst (отдел Клиники),flexible,False,2022-12-30T17:12:43+0300,Москва,150000.0,"['Python', 'SQL', 'Tableau', 'Power BI', 'Data Analysis']",От 1 года до 3 лет,Аналитик,BestDoctor,True,https://hh.ru/vacancy/74417059
73453184,Senior Data Engineer,fullDay,False,2023-01-01T15:52:29+0300,Владивосток,275000.0,"['Python', 'SQL', 'Pandas', 'Kafka', 'Docker', 'Clickhouse']",От 3 до 6 лет,"BI-аналитик, аналитик данных",Дром,True,https://hh.ru/vacancy/73453184
73453345,Senior Data Engineer,fullDay,False,2023-01-01T15:52:29+0300,Новосибирск,275000.0,"['Python', 'SQL', 'Pandas', 'Kafka', 'Docker', 'Clickhouse']",От 3 до 6 лет,"BI-аналитик, аналитик данных",Дром,True,https://hh.ru/vacancy/73453345
74010282,Data Scientist (Marketplace Efficiency),fullDay,False,2022-12-19T16:21:05+0300,Санкт-Петербург,252500.0,"['Python', 'SQL', 'Английский язык']",От 1 года до 3 лет,Аналитик,Dostavista.ru служба доставки,True,https://hh.ru/vacancy/74010282
73724878,Биоинформатик,fullDay,False,2023-01-02T16:19:08+0300,Москва,105000.0,"['Python', 'Linux', 'Git', 'R', 'Биоинформатика', 'Биостатистика', 'Математическая статистика', 'Анализ данных', 'Статистический анализ', 'Генетика', 'Data science']",От 1 года до 3 лет,Другое,Генотек,True,https://hh.ru/vacancy/73724878
69651005,Middle Data Analyst / Middle Аналитик данных (Data Science),fullDay,False,2022-12-27T11:41:46+0300,Нижний Новгород,125000.0,"['Python', 'SQL', 'Математическая статистика', 'Статистический анализ', 'Математическое моделирование', 'PostgreSQL', 'Linux', 'Скоринговые модели']",От 1 года до 3 лет,Аналитик,Кредиска МКК,True,https://hh.ru/vacancy/69651005
72012099,Senior Data Scientist,fullDay,False,2022-12-19T16:02:33+0300,Москва,300000.0,"['Python', 'PyTorch', 'Deep Learning', 'Git', 'OpenCV']",От 3 до 6 лет,"Программист, разработчик",НТехЛаб,True,https://hh.ru/vacancy/72012099
67882937,Специалист по Data Science,fullDay,False,2022-12-26T10:55:47+0300,Набережные Челны,76967.0,"['Python', 'Математическая статистика', 'SQL', 'Numpy', 'Pandas']",От 3 до 6 лет,"Программист, разработчик",НАХОДКА,True,https://hh.ru/vacancy/67882937
54372021,TechLead Research Engineer (NLP/Speech),remote,False,2022-12-23T10:07:53+0300,Москва,350000.0,"['Python', 'PyTorch', 'NLP', 'SQL', 'Data Science', 'Speech', 'Ner']",От 3 до 6 лет,"Программист, разработчик",Контур,True,https://hh.ru/vacancy/54372021
54372020,TechLead Research Engineer (NLP/Speech),remote,False,2022-12-23T10:07:50+0300,Санкт-Петербург,350000.0,"['Python', 'PyTorch', 'NLP', 'SQL', 'Data Science', 'Speech', 'Ner']",От 3 до 6 лет,"Программист, разработчик",Контур,True,https://hh.ru/vacancy/54372020
69537461,Senior Python разработчик (Intelligent Document Processing),fullDay,False,2022-12-21T13:10:09+0300,Москва,300000.0,"['Python', 'Django Framework', 'Asyncio', 'PostgreSQL', 'Docker']",От 3 до 6 лет,"Программист, разработчик",СБЕР,True,https://hh.ru/vacancy/69537461
73411400,Инженер данных / Дата-инженер,fullDay,False,2022-12-06T21:52:39+0300,Воронеж,160000.0,"['Python', 'SQL', 'PostgreSQL', 'Linux', 'Big Data', 'Data Analysis']",От 3 до 6 лет,Дата-сайентист,Data Science,True,https://hh.ru/vacancy/73411400
70168410,Senior Data Scientist,fullDay,False,2022-12-19T12:43:15+0300,Москва,300000.0,"['Python', 'PyTorch', 'NLP', 'Numpy', 'Scikit-learn']",От 3 до 6 лет,Другое,Digital Reputation,True,https://hh.ru/vacancy/70168410
73270698,Cпециалист по машинному обучению / преподаватель для курса «ИИ на PYTHON»,fullDay,True,2022-12-03T15:00:23+0300,Москва,200000.0,"['Преподавание Data Science', 'ИИ на Python']",От 3 до 6 лет,Дата-сайентист,МОБИЛЬНЫЙ УНИВЕРСИТЕТ,True,https://hh.ru/vacancy/73270698
73453736,Senior Data Engineer,fullDay,False,2023-01-01T15:52:29+0300,Томск,275000.0,"['Python', 'SQL', 'Pandas', 'Kafka', 'Docker', 'Clickhouse']",От 3 до 6 лет,"BI-аналитик, аналитик данных",Дром,True,https://hh.ru/vacancy/73453736
73773293,Продакт-менеджер,fullDay,False,2023-01-03T16:23:58+0300,Москва,120000.0,"['Adobe Photoshop', 'Atlassian Jira', 'Деловая коммуникация', 'Atlassian Confluence', 'Высокие коммуникативные навыки', 'Анализ текущей ситуации', 'Умение анализировать', 'Работа в условиях многозадачности', 'Excel', 'Анализ поведения пользователей']",От 1 года до 3 лет,Менеджер продукта,Sensemachine,True,https://hh.ru/vacancy/73773293
70742387,Главный специалист управления аналитики,fullDay,False,2023-01-03T17:12:01+0300,Москва,115000.0,"['MS PowerPoint', 'Английский язык', 'Базы данных', 'Работа с большим объемом информации', 'MS Excel', 'SQL', 'Аналитическое мышление', 'Стрессоустойчивость']",От 1 года до 3 лет,Аналитик,Автономная Некоммерческая организация Московский Экспортный Центр,True,https://hh.ru/vacancy/70742387
48411480,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий Frontend-разработчик,fullDay,False,2023-01-03T20:49:10+0300,Ростов-на-Дону,40000.0,"['JavaScript', 'Bootstrap', 'Git', 'AngularJS', 'Верстка', 'HTML', 'CSS', 'Linux', 'React.js', 'Vue.js']",Нет опыта,"Программист, разработчик",ЗАЗЕКС,True,https://hh.ru/vacancy/48411480
51028328,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий программист Golang,fullDay,False,2023-01-03T15:25:53+0300,Ростов-на-Дону,40000.0,"['PHP', 'Linux', 'Git', 'ООП', 'MySQL', 'Golang']",Нет опыта,"Программист, разработчик",ЗАЗЕКС,True,https://hh.ru/vacancy/51028328
51029696,Начинающий специалист (стажёр) по работе с иностранными клиентами,fullDay,False,2023-01-03T15:25:53+0300,Ростов-на-Дону,215000.0,"['Английский язык', 'Тайм-менеджмент', 'Ориентация на результат', 'Управление временем', 'Менеджмент', 'Ведение переговоров', 'Телефонные переговоры', 'Поиск и привлечение клиентов', 'Навыки продаж', 'Управление проектами']",Нет опыта,Другое,ЗАЗЕКС,True,https://hh.ru/vacancy/51029696
74389612,Куратор на курс Аналитика Данных,fullDay,False,2022-12-29T19:28:50+0300,Санкт-Петербург,50000.0,"['Грамотность', 'Грамотная речь', 'Организаторские навыки', 'Notion', 'MS Excel']",От 1 года до 3 лет,Специалист технической поддержки,Карпов Курсес,True,https://hh.ru/vacancy/74389612
72412721,UI/UX-дизайнер,fullDay,False,2023-01-03T14:23:58+0300,Ростов-на-Дону,50000.0,"['HTML', 'Git', 'CSS', 'Дизайн интерфейсов', 'UI', 'UX', 'Figma', 'Прототипирование', 'UI/UX', 'Дизайн мобильных приложений', 'Wireframing']",От 1 года до 3 лет,"Дизайнер, художник",ЗАЗЕКС,True,https://hh.ru/vacancy/72412721
51028125,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий PHP-программист,fullDay,False,2023-01-03T15:25:53+0300,Ростов-на-Дону,40000.0,"['PHP', 'HTML', 'HTML5', 'Linux', 'Git', 'ООП', 'MySQL', 'CSS', 'SQL']",Нет опыта,"Программист, разработчик",ЗАЗЕКС,True,https://hh.ru/vacancy/51028125
73034545,Оператор (удаленно),remote,False,2023-01-03T16:25:30+0300,Ставрополь,40000.0,[],Нет опыта,"Оператор call-центра, специалист контактного центра",Отус,True,https://hh.ru/vacancy/73034545
73985611,Специалист по работе с проблемными активами юридических лиц,fullDay,False,2023-01-03T09:53:46+0300,Казань,80000.0,"['Работа с проблемными активами', 'Взыскание задолженности', 'Ведение переговоров', 'Деловая коммуникация', 'Выездные мероприятия']",От 3 до 6 лет,Специалист по взысканию задолженности,IDF Eurasia,True,https://hh.ru/vacancy/73985611
73749856,Главный специалист по сопровождению исполнительного производства (Руководитель группы),fullDay,False,2023-01-03T09:59:58+0300,Казань,75000.0,"['Организаторские навыки', 'Взыскание задолженности', 'Деловая коммуникация', 'Контроль исполнения решений', 'Ориентация на результат']",От 1 года до 3 лет,Специалист по взысканию задолженности,IDF Eurasia,True,https://hh.ru/vacancy/73749856
74050855,DevOps инженер,flexible,False,2022-12-20T15:23:48+0300,Санкт-Петербург,140000.0,"['DevOps', 'Git', 'Docker', 'CI/CD', 'Docker-compose', 'Bash', 'Linux', 'AWS', 'Kubernetes', 'Kafka']",От 1 года до 3 лет,Системный администратор,СИКСХЭНДС,True,https://hh.ru/vacancy/74050855
74316992,Младший HR-менеджер,fullDay,False,2023-01-02T17:04:33+0300,Москва,45000.0,"['Подбор сотрудников', 'Организация мероприятий', 'Корпоративная культура', 'Рекрутмент']",Нет опыта,Специалист по подбору персонала,Синхронизация,True,https://hh.ru/vacancy/74316992
72667441,Тестировщик ПО (QC),fullDay,False,2023-01-02T11:34:16+0300,Ростов-на-Дону,40000.0,"['Тестирование', 'Функциональное тестирование', 'Тестирование пользовательского интерфейса', 'Регрессионное тестирование', 'Постановка задач разработчикам', 'Разработка технических заданий', 'QA']",От 1 года до 3 лет,Тестировщик,ЗАЗЕКС,True,https://hh.ru/vacancy/72667441
69015143,Менеджер по работе с клиентами (Мани Мен),shift,False,2023-01-02T14:17:31+0300,Саратов,50000.0,"['Ведение переговоров', 'Телефонные переговоры', 'Проведение презентаций', 'Деловая коммуникация', 'Пользователь ПК', 'Грамотная речь']",Нет опыта,"Оператор call-центра, специалист контактного центра",IDF Eurasia,True,https://hh.ru/vacancy/69015143
72458360,Преподаватель IT дисциплин (удалённо),fullDay,False,2023-01-01T11:16:48+0300,Москва,120000.0,"['Python', 'Преподаватель', 'C++', 'HTML', 'Django Framework']",Нет опыта,"Учитель, преподаватель, педагог",ЧУ ДО Московская школа программистов,True,https://hh.ru/vacancy/72458360
67645780,Преподаватель IT-дисциплин (старшая школа),fullDay,False,2023-01-01T12:27:51+0300,Москва,120000.0,"['Преподаватель', 'Обучение', 'Работа в команде', 'Организация учебного процесса', 'Грамотная речь']",Нет опыта,"Учитель, преподаватель, педагог",ЧУ ДО Московская школа программистов,True,https://hh.ru/vacancy/67645780
70667162,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий Java разработчик,fullDay,False,2023-01-01T10:12:10+0300,Ростов-на-Дону,40000.0,"['Git', 'Java Core', 'Spring', 'Java', 'Hibernate', 'Apache Maven', 'PostgreSQL', 'Hibernate ORM', 'Web', 'MySQL', 'MongoDB', 'Linux', 'ООП']",Нет опыта,"Программист, разработчик",ЗАЗЕКС,True,https://hh.ru/vacancy/70667162
73846343,Специалист по работе с клиентами,fullDay,False,2022-12-15T10:04:36+0300,Саратов,50000.0,[],Нет опыта,Специалист службы безопасности,IDF Eurasia,True,https://hh.ru/vacancy/73846343
